GO ID	GO term	Organism	Proteome File
GO:1903688	positive regulation of border follicle cell migration	D. melanogaster	UP000000803_7227
GO:0000122	negative regulation of transcription by RNA polymerase II	G. gallusdomesticus	UP000000539_9031
GO:0000146	microfilament motor activity	G. gallusdomesticus	UP000000539_9031
GO:0000226	microtubule cytoskeleton organization	G. gallusdomesticus	UP000000539_9031
GO:0000785	chromatin	G. gallusdomesticus	UP000000539_9031
GO:0000902	cell morphogenesis	G. gallusdomesticus	UP000000539_9031
GO:0001822	kidney development	G. gallusdomesticus	UP000000539_9031
GO:0002244	hematopoietic progenitor cell differentiation	G. gallusdomesticus	UP000000539_9031
GO:0003676	nucleic acid binding	G. gallusdomesticus	UP000000539_9031
GO:0003678	DNA helicase activity	G. gallusdomesticus	UP000000539_9031
GO:0003682	chromatin binding	G. gallusdomesticus	UP000000539_9031
GO:0003713	transcription coactivator activity	G. gallusdomesticus	UP000000539_9031
GO:0003724	RNA helicase activity	G. gallusdomesticus	UP000000539_9031
GO:0003774	cytoskeletal motor activity	G. gallusdomesticus	UP000000539_9031
GO:0003777	microtubule motor activity	G. gallusdomesticus	UP000000539_9031
GO:0003779	actin binding	G. gallusdomesticus	UP000000539_9031
GO:0003887	DNA-directed DNA polymerase activity	G. gallusdomesticus	UP000000539_9031
GO:0004190	aspartic-type endopeptidase activity	G. gallusdomesticus	UP000000539_9031
GO:0004222	metalloendopeptidase activity	G. gallusdomesticus	UP000000539_9031
GO:0004435	phosphatidylinositol phospholipase C activity	G. gallusdomesticus	UP000000539_9031
GO:0004523	RNA-DNA hybrid ribonuclease activity	G. gallusdomesticus	UP000000539_9031
GO:0004672	protein kinase activity	G. gallusdomesticus	UP000000539_9031
GO:0004674	protein serine/threonine kinase activity	G. gallusdomesticus	UP000000539_9031
GO:0004712	protein serine/threonine/tyrosine kinase activity	G. gallusdomesticus	UP000000539_9031
GO:0004713	protein tyrosine kinase activity	G. gallusdomesticus	UP000000539_9031
GO:0004714	transmembrane receptor protein tyrosine kinase activity	G. gallusdomesticus	UP000000539_9031
GO:0004842	ubiquitin-protein transferase activity	G. gallusdomesticus	UP000000539_9031
GO:0004843	thiol-dependent deubiquitinase	G. gallusdomesticus	UP000000539_9031
GO:0005005	transmembrane-ephrin receptor activity	G. gallusdomesticus	UP000000539_9031
GO:0005085	guanyl-nucleotide exchange factor activity	G. gallusdomesticus	UP000000539_9031
GO:0005096	GTPase activator activity	G. gallusdomesticus	UP000000539_9031
GO:0005201	extracellular matrix structural constituent	G. gallusdomesticus	UP000000539_9031
GO:0005248	voltage-gated sodium channel activity	G. gallusdomesticus	UP000000539_9031
GO:0005319	lipid transporter activity	G. gallusdomesticus	UP000000539_9031
GO:0005509	calcium ion binding	G. gallusdomesticus	UP000000539_9031
GO:0005516	calmodulin binding	G. gallusdomesticus	UP000000539_9031
GO:0005524	ATP binding	G. gallusdomesticus	UP000000539_9031
GO:0005604	basement membrane	G. gallusdomesticus	UP000000539_9031
GO:0005654	nucleoplasm	G. gallusdomesticus	UP000000539_9031
GO:0005737	cytoplasm	G. gallusdomesticus	UP000000539_9031
GO:0005813	centrosome	G. gallusdomesticus	UP000000539_9031
GO:0005814	centriole	G. gallusdomesticus	UP000000539_9031
GO:0005829	cytosol	G. gallusdomesticus	UP000000539_9031
GO:0005856	cytoskeleton	G. gallusdomesticus	UP000000539_9031
GO:0005871	kinesin complex	G. gallusdomesticus	UP000000539_9031
GO:0005874	microtubule	G. gallusdomesticus	UP000000539_9031
GO:0005886	plasma membrane	G. gallusdomesticus	UP000000539_9031
GO:0005887	integral component of plasma membrane	G. gallusdomesticus	UP000000539_9031
GO:0005902	microvillus	G. gallusdomesticus	UP000000539_9031
GO:0005903	brush border	G. gallusdomesticus	UP000000539_9031
GO:0005905	clathrin-coated pit	G. gallusdomesticus	UP000000539_9031
GO:0005911	cell-cell junction	G. gallusdomesticus	UP000000539_9031
GO:0005912	adherens junction	G. gallusdomesticus	UP000000539_9031
GO:0005925	focal adhesion	G. gallusdomesticus	UP000000539_9031
GO:0006310	DNA recombination	G. gallusdomesticus	UP000000539_9031
GO:0006338	chromatin remodeling	G. gallusdomesticus	UP000000539_9031
GO:0006468	protein phosphorylation	G. gallusdomesticus	UP000000539_9031
GO:0006508	proteolysis	G. gallusdomesticus	UP000000539_9031
GO:0006898	receptor-mediated endocytosis	G. gallusdomesticus	UP000000539_9031
GO:0007018	microtubule-based movement	G. gallusdomesticus	UP000000539_9031
GO:0007155	cell adhesion	G. gallusdomesticus	UP000000539_9031
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	G. gallusdomesticus	UP000000539_9031
GO:0007160	cell-matrix adhesion	G. gallusdomesticus	UP000000539_9031
GO:0007162	negative regulation of cell adhesion	G. gallusdomesticus	UP000000539_9031
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	G. gallusdomesticus	UP000000539_9031
GO:0007229	integrin-mediated signaling pathway	G. gallusdomesticus	UP000000539_9031
GO:0007411	axon guidance	G. gallusdomesticus	UP000000539_9031
GO:0007416	synapse assembly	G. gallusdomesticus	UP000000539_9031
GO:0008013	beta-catenin binding	G. gallusdomesticus	UP000000539_9031
GO:0008017	microtubule binding	G. gallusdomesticus	UP000000539_9031
GO:0008104	protein localization	G. gallusdomesticus	UP000000539_9031
GO:0008270	zinc ion binding	G. gallusdomesticus	UP000000539_9031
GO:0009986	cell surface	G. gallusdomesticus	UP000000539_9031
GO:0015074	DNA integration	G. gallusdomesticus	UP000000539_9031
GO:0015276	ligand-gated ion channel activity	G. gallusdomesticus	UP000000539_9031
GO:0015629	actin cytoskeleton	G. gallusdomesticus	UP000000539_9031
GO:0015701	bicarbonate transport	G. gallusdomesticus	UP000000539_9031
GO:0016020	membrane	G. gallusdomesticus	UP000000539_9031
GO:0016323	basolateral plasma membrane	G. gallusdomesticus	UP000000539_9031
GO:0016324	apical plasma membrane	G. gallusdomesticus	UP000000539_9031
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	G. gallusdomesticus	UP000000539_9031
GO:0016342	catenin complex	G. gallusdomesticus	UP000000539_9031
GO:0016459	myosin complex	G. gallusdomesticus	UP000000539_9031
GO:0016477	cell migration	G. gallusdomesticus	UP000000539_9031
GO:0016485	protein processing	G. gallusdomesticus	UP000000539_9031
GO:0016567	protein ubiquitination	G. gallusdomesticus	UP000000539_9031
GO:0016604	nuclear body	G. gallusdomesticus	UP000000539_9031
GO:0016607	nuclear speck	G. gallusdomesticus	UP000000539_9031
GO:0016887	ATP hydrolysis activity	G. gallusdomesticus	UP000000539_9031
GO:0017056	structural constituent of nuclear pore	G. gallusdomesticus	UP000000539_9031
GO:0017154	semaphorin receptor activity	G. gallusdomesticus	UP000000539_9031
GO:0018105	peptidyl-serine phosphorylation	G. gallusdomesticus	UP000000539_9031
GO:0018108	peptidyl-tyrosine phosphorylation	G. gallusdomesticus	UP000000539_9031
GO:0019228	neuronal action potential	G. gallusdomesticus	UP000000539_9031
GO:0019901	protein kinase binding	G. gallusdomesticus	UP000000539_9031
GO:0019903	protein phosphatase binding	G. gallusdomesticus	UP000000539_9031
GO:0030027	lamellipodium	G. gallusdomesticus	UP000000539_9031
GO:0030050	vesicle transport along actin filament	G. gallusdomesticus	UP000000539_9031
GO:0030155	regulation of cell adhesion	G. gallusdomesticus	UP000000539_9031
GO:0030198	extracellular matrix organization	G. gallusdomesticus	UP000000539_9031
GO:0030335	positive regulation of cell migration	G. gallusdomesticus	UP000000539_9031
GO:0030424	axon	G. gallusdomesticus	UP000000539_9031
GO:0030425	dendrite	G. gallusdomesticus	UP000000539_9031
GO:0030866	cortical actin cytoskeleton organization	G. gallusdomesticus	UP000000539_9031
GO:0031012	extracellular matrix	G. gallusdomesticus	UP000000539_9031
GO:0031267	small GTPase binding	G. gallusdomesticus	UP000000539_9031
GO:0032508	DNA duplex unwinding	G. gallusdomesticus	UP000000539_9031
GO:0033627	cell adhesion mediated by integrin	G. gallusdomesticus	UP000000539_9031
GO:0033674	positive regulation of kinase activity	G. gallusdomesticus	UP000000539_9031
GO:0034446	substrate adhesion-dependent cell spreading	G. gallusdomesticus	UP000000539_9031
GO:0034765	regulation of ion transmembrane transport	G. gallusdomesticus	UP000000539_9031
GO:0035091	phosphatidylinositol binding	G. gallusdomesticus	UP000000539_9031
GO:0035235	ionotropic glutamate receptor signaling pathway	G. gallusdomesticus	UP000000539_9031
GO:0035556	intracellular signal transduction	G. gallusdomesticus	UP000000539_9031
GO:0035725	sodium ion transmembrane transport	G. gallusdomesticus	UP000000539_9031
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	G. gallusdomesticus	UP000000539_9031
GO:0038023	signaling receptor activity	G. gallusdomesticus	UP000000539_9031
GO:0042393	histone binding	G. gallusdomesticus	UP000000539_9031
GO:0042626	ATPase-coupled transmembrane transporter activity	G. gallusdomesticus	UP000000539_9031
GO:0043087	regulation of GTPase activity	G. gallusdomesticus	UP000000539_9031
GO:0043138	3'-5' DNA helicase activity	G. gallusdomesticus	UP000000539_9031
GO:0043197	dendritic spine	G. gallusdomesticus	UP000000539_9031
GO:0043231	intracellular membrane-bounded organelle	G. gallusdomesticus	UP000000539_9031
GO:0043235	receptor complex	G. gallusdomesticus	UP000000539_9031
GO:0045211	postsynaptic membrane	G. gallusdomesticus	UP000000539_9031
GO:0045296	cadherin binding	G. gallusdomesticus	UP000000539_9031
GO:0045332	phospholipid translocation	G. gallusdomesticus	UP000000539_9031
GO:0045893	positive regulation of transcription, DNA-templated	G. gallusdomesticus	UP000000539_9031
GO:0045944	positive regulation of transcription by RNA polymerase II	G. gallusdomesticus	UP000000539_9031
GO:0046718	viral entry into host cell	G. gallusdomesticus	UP000000539_9031
GO:0046777	protein autophosphorylation	G. gallusdomesticus	UP000000539_9031
GO:0046872	metal ion binding	G. gallusdomesticus	UP000000539_9031
GO:0048015	phosphatidylinositol-mediated signaling	G. gallusdomesticus	UP000000539_9031
GO:0048471	perinuclear region of cytoplasm	G. gallusdomesticus	UP000000539_9031
GO:0050790	regulation of catalytic activity	G. gallusdomesticus	UP000000539_9031
GO:0050804	modulation of chemical synaptic transmission	G. gallusdomesticus	UP000000539_9031
GO:0050839	cell adhesion molecule binding	G. gallusdomesticus	UP000000539_9031
GO:0051015	actin filament binding	G. gallusdomesticus	UP000000539_9031
GO:0051056	regulation of small GTPase mediated signal transduction	G. gallusdomesticus	UP000000539_9031
GO:0055085	transmembrane transport	G. gallusdomesticus	UP000000539_9031
GO:0061630	ubiquitin protein ligase activity	G. gallusdomesticus	UP000000539_9031
GO:0062023	collagen-containing extracellular matrix	G. gallusdomesticus	UP000000539_9031
GO:0070588	calcium ion transmembrane transport	G. gallusdomesticus	UP000000539_9031
GO:0071526	semaphorin-plexin signaling pathway	G. gallusdomesticus	UP000000539_9031
GO:0071805	potassium ion transmembrane transport	G. gallusdomesticus	UP000000539_9031
GO:0071897	DNA biosynthetic process	G. gallusdomesticus	UP000000539_9031
GO:0086010	membrane depolarization during action potential	G. gallusdomesticus	UP000000539_9031
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	G. gallusdomesticus	UP000000539_9031
GO:0090630	activation of GTPase activity	G. gallusdomesticus	UP000000539_9031
GO:0098609	cell-cell adhesion	G. gallusdomesticus	UP000000539_9031
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	G. gallusdomesticus	UP000000539_9031
GO:0098978	glutamatergic synapse	G. gallusdomesticus	UP000000539_9031
GO:0106310	protein serine kinase activity	G. gallusdomesticus	UP000000539_9031
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	G. gallusdomesticus	UP000000539_9031
GO:0140359	ABC-type transporter activity	G. gallusdomesticus	UP000000539_9031
GO:0140658	ATP-dependent chromatin remodeler activity	G. gallusdomesticus	UP000000539_9031
GO:0000122	negative regulation of transcription by RNA polymerase II	H. sapiens	UP000005640_9606
GO:0000146	microfilament motor activity	H. sapiens	UP000005640_9606
GO:0000226	microtubule cytoskeleton organization	H. sapiens	UP000005640_9606
GO:0000278	mitotic cell cycle	H. sapiens	UP000005640_9606
GO:0000281	mitotic cytokinesis	H. sapiens	UP000005640_9606
GO:0000781	chromosome, telomeric region	H. sapiens	UP000005640_9606
GO:0000785	chromatin	H. sapiens	UP000005640_9606
GO:0000902	cell morphogenesis	H. sapiens	UP000005640_9606
GO:0000922	spindle pole	H. sapiens	UP000005640_9606
GO:0000976	transcription cis-regulatory region binding	H. sapiens	UP000005640_9606
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	H. sapiens	UP000005640_9606
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	H. sapiens	UP000005640_9606
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	H. sapiens	UP000005640_9606
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	H. sapiens	UP000005640_9606
GO:0001701	in utero embryonic development	H. sapiens	UP000005640_9606
GO:0001725	stress fiber	H. sapiens	UP000005640_9606
GO:0001726	ruffle	H. sapiens	UP000005640_9606
GO:0001822	kidney development	H. sapiens	UP000005640_9606
GO:0001843	neural tube closure	H. sapiens	UP000005640_9606
GO:0002116	semaphorin receptor complex	H. sapiens	UP000005640_9606
GO:0003341	cilium movement	H. sapiens	UP000005640_9606
GO:0003677	DNA binding	H. sapiens	UP000005640_9606
GO:0003678	DNA helicase activity	H. sapiens	UP000005640_9606
GO:0003682	chromatin binding	H. sapiens	UP000005640_9606
GO:0003712	transcription coregulator activity	H. sapiens	UP000005640_9606
GO:0003713	transcription coactivator activity	H. sapiens	UP000005640_9606
GO:0003714	transcription corepressor activity	H. sapiens	UP000005640_9606
GO:0003723	RNA binding	H. sapiens	UP000005640_9606
GO:0003724	RNA helicase activity	H. sapiens	UP000005640_9606
GO:0003725	double-stranded RNA binding	H. sapiens	UP000005640_9606
GO:0003774	cytoskeletal motor activity	H. sapiens	UP000005640_9606
GO:0003777	microtubule motor activity	H. sapiens	UP000005640_9606
GO:0003779	actin binding	H. sapiens	UP000005640_9606
GO:0004222	metalloendopeptidase activity	H. sapiens	UP000005640_9606
GO:0004386	helicase activity	H. sapiens	UP000005640_9606
GO:0004402	histone acetyltransferase activity	H. sapiens	UP000005640_9606
GO:0004672	protein kinase activity	H. sapiens	UP000005640_9606
GO:0004674	protein serine/threonine kinase activity	H. sapiens	UP000005640_9606
GO:0004709	MAP kinase kinase kinase activity	H. sapiens	UP000005640_9606
GO:0004712	protein serine/threonine/tyrosine kinase activity	H. sapiens	UP000005640_9606
GO:0004713	protein tyrosine kinase activity	H. sapiens	UP000005640_9606
GO:0004714	transmembrane receptor protein tyrosine kinase activity	H. sapiens	UP000005640_9606
GO:0004715	non-membrane spanning protein tyrosine kinase activity	H. sapiens	UP000005640_9606
GO:0004843	thiol-dependent deubiquitinase	H. sapiens	UP000005640_9606
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	H. sapiens	UP000005640_9606
GO:0005044	scavenger receptor activity	H. sapiens	UP000005640_9606
GO:0005085	guanyl-nucleotide exchange factor activity	H. sapiens	UP000005640_9606
GO:0005096	GTPase activator activity	H. sapiens	UP000005640_9606
GO:0005178	integrin binding	H. sapiens	UP000005640_9606
GO:0005200	structural constituent of cytoskeleton	H. sapiens	UP000005640_9606
GO:0005201	extracellular matrix structural constituent	H. sapiens	UP000005640_9606
GO:0005248	voltage-gated sodium channel activity	H. sapiens	UP000005640_9606
GO:0005261	cation channel activity	H. sapiens	UP000005640_9606
GO:0005262	calcium channel activity	H. sapiens	UP000005640_9606
GO:0005509	calcium ion binding	H. sapiens	UP000005640_9606
GO:0005515	protein binding	H. sapiens	UP000005640_9606
GO:0005516	calmodulin binding	H. sapiens	UP000005640_9606
GO:0005524	ATP binding	H. sapiens	UP000005640_9606
GO:0005604	basement membrane	H. sapiens	UP000005640_9606
GO:0005634	nucleus	H. sapiens	UP000005640_9606
GO:0005654	nucleoplasm	H. sapiens	UP000005640_9606
GO:0005694	chromosome	H. sapiens	UP000005640_9606
GO:0005730	nucleolus	H. sapiens	UP000005640_9606
GO:0005737	cytoplasm	H. sapiens	UP000005640_9606
GO:0005769	early endosome	H. sapiens	UP000005640_9606
GO:0005788	endoplasmic reticulum lumen	H. sapiens	UP000005640_9606
GO:0005794	Golgi apparatus	H. sapiens	UP000005640_9606
GO:0005813	centrosome	H. sapiens	UP000005640_9606
GO:0005814	centriole	H. sapiens	UP000005640_9606
GO:0005815	microtubule organizing center	H. sapiens	UP000005640_9606
GO:0005819	spindle	H. sapiens	UP000005640_9606
GO:0005829	cytosol	H. sapiens	UP000005640_9606
GO:0005856	cytoskeleton	H. sapiens	UP000005640_9606
GO:0005858	axonemal dynein complex	H. sapiens	UP000005640_9606
GO:0005871	kinesin complex	H. sapiens	UP000005640_9606
GO:0005874	microtubule	H. sapiens	UP000005640_9606
GO:0005875	microtubule associated complex	H. sapiens	UP000005640_9606
GO:0005886	plasma membrane	H. sapiens	UP000005640_9606
GO:0005887	integral component of plasma membrane	H. sapiens	UP000005640_9606
GO:0005891	voltage-gated calcium channel complex	H. sapiens	UP000005640_9606
GO:0005903	brush border	H. sapiens	UP000005640_9606
GO:0005905	clathrin-coated pit	H. sapiens	UP000005640_9606
GO:0005911	cell-cell junction	H. sapiens	UP000005640_9606
GO:0005912	adherens junction	H. sapiens	UP000005640_9606
GO:0005925	focal adhesion	H. sapiens	UP000005640_9606
GO:0005929	cilium	H. sapiens	UP000005640_9606
GO:0005930	axoneme	H. sapiens	UP000005640_9606
GO:0005938	cell cortex	H. sapiens	UP000005640_9606
GO:0006281	DNA repair	H. sapiens	UP000005640_9606
GO:0006302	double-strand break repair	H. sapiens	UP000005640_9606
GO:0006325	chromatin organization	H. sapiens	UP000005640_9606
GO:0006338	chromatin remodeling	H. sapiens	UP000005640_9606
GO:0006355	regulation of transcription, DNA-templated	H. sapiens	UP000005640_9606
GO:0006357	regulation of transcription by RNA polymerase II	H. sapiens	UP000005640_9606
GO:0006468	protein phosphorylation	H. sapiens	UP000005640_9606
GO:0006470	protein dephosphorylation	H. sapiens	UP000005640_9606
GO:0006508	proteolysis	H. sapiens	UP000005640_9606
GO:0006511	ubiquitin-dependent protein catabolic process	H. sapiens	UP000005640_9606
GO:0006606	protein import into nucleus	H. sapiens	UP000005640_9606
GO:0006661	phosphatidylinositol biosynthetic process	H. sapiens	UP000005640_9606
GO:0006812	cation transport	H. sapiens	UP000005640_9606
GO:0006897	endocytosis	H. sapiens	UP000005640_9606
GO:0006898	receptor-mediated endocytosis	H. sapiens	UP000005640_9606
GO:0006974	cellular response to DNA damage stimulus	H. sapiens	UP000005640_9606
GO:0007010	cytoskeleton organization	H. sapiens	UP000005640_9606
GO:0007018	microtubule-based movement	H. sapiens	UP000005640_9606
GO:0007030	Golgi organization	H. sapiens	UP000005640_9606
GO:0007043	cell-cell junction assembly	H. sapiens	UP000005640_9606
GO:0007155	cell adhesion	H. sapiens	UP000005640_9606
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	H. sapiens	UP000005640_9606
GO:0007160	cell-matrix adhesion	H. sapiens	UP000005640_9606
GO:0007162	negative regulation of cell adhesion	H. sapiens	UP000005640_9606
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	H. sapiens	UP000005640_9606
GO:0007229	integrin-mediated signaling pathway	H. sapiens	UP000005640_9606
GO:0007268	chemical synaptic transmission	H. sapiens	UP000005640_9606
GO:0007399	nervous system development	H. sapiens	UP000005640_9606
GO:0007409	axonogenesis	H. sapiens	UP000005640_9606
GO:0007411	axon guidance	H. sapiens	UP000005640_9606
GO:0007416	synapse assembly	H. sapiens	UP000005640_9606
GO:0007420	brain development	H. sapiens	UP000005640_9606
GO:0007507	heart development	H. sapiens	UP000005640_9606
GO:0007528	neuromuscular junction development	H. sapiens	UP000005640_9606
GO:0007605	sensory perception of sound	H. sapiens	UP000005640_9606
GO:0007612	learning	H. sapiens	UP000005640_9606
GO:0008013	beta-catenin binding	H. sapiens	UP000005640_9606
GO:0008017	microtubule binding	H. sapiens	UP000005640_9606
GO:0008022	protein C-terminus binding	H. sapiens	UP000005640_9606
GO:0008066	glutamate receptor activity	H. sapiens	UP000005640_9606
GO:0008094	ATP-dependent activity, acting on DNA	H. sapiens	UP000005640_9606
GO:0008104	protein localization	H. sapiens	UP000005640_9606
GO:0008237	metallopeptidase activity	H. sapiens	UP000005640_9606
GO:0008270	zinc ion binding	H. sapiens	UP000005640_9606
GO:0008305	integrin complex	H. sapiens	UP000005640_9606
GO:0008360	regulation of cell shape	H. sapiens	UP000005640_9606
GO:0008559	ABC-type xenobiotic transporter activity	H. sapiens	UP000005640_9606
GO:0008569	minus-end-directed microtubule motor activity	H. sapiens	UP000005640_9606
GO:0008574	plus-end-directed microtubule motor activity	H. sapiens	UP000005640_9606
GO:0009888	tissue development	H. sapiens	UP000005640_9606
GO:0009925	basal plasma membrane	H. sapiens	UP000005640_9606
GO:0009986	cell surface	H. sapiens	UP000005640_9606
GO:0010976	positive regulation of neuron projection development	H. sapiens	UP000005640_9606
GO:0014069	postsynaptic density	H. sapiens	UP000005640_9606
GO:0015276	ligand-gated ion channel activity	H. sapiens	UP000005640_9606
GO:0015301	anion:anion antiporter activity	H. sapiens	UP000005640_9606
GO:0015629	actin cytoskeleton	H. sapiens	UP000005640_9606
GO:0015630	microtubule cytoskeleton	H. sapiens	UP000005640_9606
GO:0015698	inorganic anion transport	H. sapiens	UP000005640_9606
GO:0016020	membrane	H. sapiens	UP000005640_9606
GO:0016323	basolateral plasma membrane	H. sapiens	UP000005640_9606
GO:0016324	apical plasma membrane	H. sapiens	UP000005640_9606
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	H. sapiens	UP000005640_9606
GO:0016342	catenin complex	H. sapiens	UP000005640_9606
GO:0016363	nuclear matrix	H. sapiens	UP000005640_9606
GO:0016459	myosin complex	H. sapiens	UP000005640_9606
GO:0016477	cell migration	H. sapiens	UP000005640_9606
GO:0016485	protein processing	H. sapiens	UP000005640_9606
GO:0016567	protein ubiquitination	H. sapiens	UP000005640_9606
GO:0016579	protein deubiquitination	H. sapiens	UP000005640_9606
GO:0016604	nuclear body	H. sapiens	UP000005640_9606
GO:0016605	PML body	H. sapiens	UP000005640_9606
GO:0016607	nuclear speck	H. sapiens	UP000005640_9606
GO:0016887	ATP hydrolysis activity	H. sapiens	UP000005640_9606
GO:0016922	nuclear receptor binding	H. sapiens	UP000005640_9606
GO:0017056	structural constituent of nuclear pore	H. sapiens	UP000005640_9606
GO:0017124	SH3 domain binding	H. sapiens	UP000005640_9606
GO:0017154	semaphorin receptor activity	H. sapiens	UP000005640_9606
GO:0018024	histone-lysine N-methyltransferase activity	H. sapiens	UP000005640_9606
GO:0018105	peptidyl-serine phosphorylation	H. sapiens	UP000005640_9606
GO:0018107	peptidyl-threonine phosphorylation	H. sapiens	UP000005640_9606
GO:0018108	peptidyl-tyrosine phosphorylation	H. sapiens	UP000005640_9606
GO:0019228	neuronal action potential	H. sapiens	UP000005640_9606
GO:0019829	ATPase-coupled cation transmembrane transporter activity	H. sapiens	UP000005640_9606
GO:0019838	growth factor binding	H. sapiens	UP000005640_9606
GO:0019894	kinesin binding	H. sapiens	UP000005640_9606
GO:0019899	enzyme binding	H. sapiens	UP000005640_9606
GO:0019901	protein kinase binding	H. sapiens	UP000005640_9606
GO:0019903	protein phosphatase binding	H. sapiens	UP000005640_9606
GO:0021915	neural tube development	H. sapiens	UP000005640_9606
GO:0030018	Z disc	H. sapiens	UP000005640_9606
GO:0030020	extracellular matrix structural constituent conferring tensile strength	H. sapiens	UP000005640_9606
GO:0030027	lamellipodium	H. sapiens	UP000005640_9606
GO:0030036	actin cytoskeleton organization	H. sapiens	UP000005640_9606
GO:0030050	vesicle transport along actin filament	H. sapiens	UP000005640_9606
GO:0030054	cell junction	H. sapiens	UP000005640_9606
GO:0030057	desmosome	H. sapiens	UP000005640_9606
GO:0030155	regulation of cell adhesion	H. sapiens	UP000005640_9606
GO:0030165	PDZ domain binding	H. sapiens	UP000005640_9606
GO:0030198	extracellular matrix organization	H. sapiens	UP000005640_9606
GO:0030199	collagen fibril organization	H. sapiens	UP000005640_9606
GO:0030215	semaphorin receptor binding	H. sapiens	UP000005640_9606
GO:0030335	positive regulation of cell migration	H. sapiens	UP000005640_9606
GO:0030374	nuclear receptor coactivator activity	H. sapiens	UP000005640_9606
GO:0030424	axon	H. sapiens	UP000005640_9606
GO:0030425	dendrite	H. sapiens	UP000005640_9606
GO:0030426	growth cone	H. sapiens	UP000005640_9606
GO:0030506	ankyrin binding	H. sapiens	UP000005640_9606
GO:0030507	spectrin binding	H. sapiens	UP000005640_9606
GO:0030864	cortical actin cytoskeleton	H. sapiens	UP000005640_9606
GO:0031012	extracellular matrix	H. sapiens	UP000005640_9606
GO:0031032	actomyosin structure organization	H. sapiens	UP000005640_9606
GO:0031122	cytoplasmic microtubule organization	H. sapiens	UP000005640_9606
GO:0031252	cell leading edge	H. sapiens	UP000005640_9606
GO:0031267	small GTPase binding	H. sapiens	UP000005640_9606
GO:0031410	cytoplasmic vesicle	H. sapiens	UP000005640_9606
GO:0031965	nuclear membrane	H. sapiens	UP000005640_9606
GO:0032452	histone demethylase activity	H. sapiens	UP000005640_9606
GO:0032508	DNA duplex unwinding	H. sapiens	UP000005640_9606
GO:0032587	ruffle membrane	H. sapiens	UP000005640_9606
GO:0032982	myosin filament	H. sapiens	UP000005640_9606
GO:0032991	protein-containing complex	H. sapiens	UP000005640_9606
GO:0033627	cell adhesion mediated by integrin	H. sapiens	UP000005640_9606
GO:0033674	positive regulation of kinase activity	H. sapiens	UP000005640_9606
GO:0034220	ion transmembrane transport	H. sapiens	UP000005640_9606
GO:0034332	adherens junction organization	H. sapiens	UP000005640_9606
GO:0034446	substrate adhesion-dependent cell spreading	H. sapiens	UP000005640_9606
GO:0034451	centriolar satellite	H. sapiens	UP000005640_9606
GO:0034765	regulation of ion transmembrane transport	H. sapiens	UP000005640_9606
GO:0035091	phosphatidylinositol binding	H. sapiens	UP000005640_9606
GO:0035235	ionotropic glutamate receptor signaling pathway	H. sapiens	UP000005640_9606
GO:0035264	multicellular organism growth	H. sapiens	UP000005640_9606
GO:0035556	intracellular signal transduction	H. sapiens	UP000005640_9606
GO:0035613	RNA stem-loop binding	H. sapiens	UP000005640_9606
GO:0035725	sodium ion transmembrane transport	H. sapiens	UP000005640_9606
GO:0036064	ciliary basal body	H. sapiens	UP000005640_9606
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	H. sapiens	UP000005640_9606
GO:0038023	signaling receptor activity	H. sapiens	UP000005640_9606
GO:0042391	regulation of membrane potential	H. sapiens	UP000005640_9606
GO:0042393	histone binding	H. sapiens	UP000005640_9606
GO:0042626	ATPase-coupled transmembrane transporter activity	H. sapiens	UP000005640_9606
GO:0042734	presynaptic membrane	H. sapiens	UP000005640_9606
GO:0042995	cell projection	H. sapiens	UP000005640_9606
GO:0043005	neuron projection	H. sapiens	UP000005640_9606
GO:0043025	neuronal cell body	H. sapiens	UP000005640_9606
GO:0043087	regulation of GTPase activity	H. sapiens	UP000005640_9606
GO:0043138	3'-5' DNA helicase activity	H. sapiens	UP000005640_9606
GO:0043194	axon initial segment	H. sapiens	UP000005640_9606
GO:0043197	dendritic spine	H. sapiens	UP000005640_9606
GO:0043225	ATPase-coupled inorganic anion transmembrane transporter activity	H. sapiens	UP000005640_9606
GO:0043231	intracellular membrane-bounded organelle	H. sapiens	UP000005640_9606
GO:0043235	receptor complex	H. sapiens	UP000005640_9606
GO:0044295	axonal growth cone	H. sapiens	UP000005640_9606
GO:0045202	synapse	H. sapiens	UP000005640_9606
